x,y
26.202467501558168,15.868397215446562
27.812651949435974,45.931688721456666
32.100054052016716,51.839282059753714
26.194292556514466,97.60852848774336
73.28145526904824,11.527422668314946
38.62750686343595,62.850117953971164
12.505792633559942,98.35486051436412
44.32248686451281,78.95583420239032
79.41185757915866,36.12615724174307
41.6103939570998,58.42581281103214
76.01717738058575,18.780840542641563
28.81671478120357,67.02188581602341
49.96482613720124,17.85686771635271
41.314130142465885,19.91952352050984
53.16994035870367,83.23707030679826
18.525094507204486,95.73592236712607
42.54146651445166,50.400703916143726
51.047094682594704,1.5791452211814438
73.16900686676242,99.33050398908293
16.287753326976727,12.663477969083758
37.4834184580071,69.32194442011307
0.2901030168709906,36.92290622594858
5.867932558011257,78.9336085024112
34.976921269998186,70.25237197137582
49.12290772658786,97.28723298688061
83.59678800325482,61.02373321732014
56.451897947453844,99.73891432208869
25.472413644588077,1.4377857027324525
8.904506720249383,93.8982600545954
97.34593993676923,49.14815298314197
34.093597165324866,72.28576179347334
1.0896762370149249,75.99531776449456
67.14027862126308,19.044552569632213
66.6464652569817,91.11224015603135
16.21174257599761,91.05783163786192
32.43579035605588,70.0298420049446
26.545033832019392,51.895865038583054
17.746798488170114,46.784597232444405
44.89645188449608,39.60646158843274
79.19254338973798,49.339824478119596
72.39478979864309,79.3023032629193
35.15240997985018,90.96535248282638
71.28875001579539,89.72476309568498
42.02083289850906,46.751609938574305
90.39271993303521,63.354860594173005
53.2829463625472,23.751076508188717
94.6503918832818,55.94301234747533
75.73515288876882,23.614920900201973
42.97587303666679,39.41136001861933
51.0709395966225,12.540299608822336
68.36531055077685,2.7689715150536642
23.384292207365686,73.64419961241299
93.42098037151884,61.36039054346656
40.74782309536641,85.39162875180368
99.28317936533304,29.537020392782154
39.01675101394959,69.89567892428235
35.70194782424817,3.1925100013388996
34.914159394357945,48.47588479510103
4.823509856147579,91.50254046173107
72.55666216664314,77.24614601063941
9.644998572235297,3.722987119593546
25.98126254406612,12.550774218458216
23.814948154276173,68.21736830935899
48.121863105120866,93.65083907136747
58.13986303244027,18.61074404972819
18.692820493871764,33.85536226140247
43.27672661884833,7.677029276939463
63.60086878336072,5.840954527325515
72.36798356979871,66.01019898657074
0.8818572794648372,76.31813798209602
33.86319706866768,77.62127709796131
33.57964664287648,58.054212605371056
17.197694148047347,84.62176761574956
27.090301066709856,74.46392237162122
56.341968194127055,90.00878922577003
54.83220830418133,2.5141357109147
8.063967202576006,95.555897499894
45.60315447537664,14.734721253455763
67.49610058729155,62.366666948163974
55.02062134417018,90.57503615740889
89.83189220314334,26.24024528483213
71.91567925622773,48.51464907453349
28.08848371930843,5.82794206249827
20.505848915640247,64.00390792018065
28.5974337920881,44.25383058157052
34.59456732183814,49.973710598253675
65.50721484687234,94.94149173792952
3.3074248665668438,55.63390158544485
64.08001729800439,15.844100170079578
72.64475890121479,37.85200983324921
51.15532165250367,57.82410628260413
84.52807701565867,70.18290597522223
62.91896895232066,5.134305647695325
4.590995563768841,52.90150439332159
78.30427916910186,70.3077865702398
19.661886938013907,27.17444173882694
21.52504148025276,40.83469363533958
65.52760423503995,27.03198694818053
28.04446217411106,78.17699026976939
85.21164329969754,54.74361971116708
72.41143201319213,43.31677618477619
82.05336973552096,82.43295390756634
1.6541462588487321,73.30402064663079
71.724302451032,71.92573748599213
78.60732410584073,93.71915835783588
65.81630055733633,18.749788177521133
68.82053740803265,99.03911323794193
91.43703587161568,86.5082025625372
4.670308301948889,0.7838989547189201
74.95067105618435,73.35399234388285
70.83701642992665,15.708258889249805
11.85461347351704,16.040197688409087
82.31728257419228,40.37180002921906
17.91307121550776,63.145626455754126
3.8122067470904963,9.410315064060226
11.168789553628788,68.9452829190147
61.72659124628479,57.38028270065219
82.61093231490234,74.47778285204237
22.66512041826465,8.788866030597742
50.09359745254266,31.369179779128466
26.797344786582922,50.94419215359797
70.16286553172931,90.71839574494037
45.379312032823094,53.32085826915929
80.88151916771204,38.92251699963823
74.29817830882898,98.491045398805
21.07423350973079,57.841497434095125
72.071759772629,13.356331667637633
81.3008801060507,73.71156773568437
74.43982559452678,84.35399356703853
74.97590695242965,74.1113980367214
64.19054627788773,63.97239793661043
82.78523402316887,83.4031482713876
22.14909703084772,66.21755847543498
17.921992878745584,82.15469487493965
3.1830351465695905,3.424634969482765
1.942968055152805,64.55804451665256
53.16555145413323,2.7561221660582613
2.644262765785521,74.76821664220851
74.86961531021208,23.142121962338457
78.45280323432902,84.42379038616986
83.04731646519778,55.51029161153589
69.18041760569392,77.20797320602047
73.87443604265518,40.70692575860504
67.13342781941692,69.69268961679656
81.5063732311169,34.9328793882178
52.372664373114354,19.179705669349858
25.244485245873015,54.146238693278804
30.149869290639607,64.5023364019114
4.890198063010542,10.937801029275063
75.76772822039064,44.285269870758185
96.97040668517775,12.253513705442353
35.78236239094268,92.34957191755953
83.5874964568345,97.81643985103268
19.554063186948323,35.93578209462919
64.52307180860498,27.707051705540675
4.688339434543742,58.156202959067436
18.764871706994846,78.9331722132878
38.03496733882245,32.646239738693616
65.13033496392251,62.47808164331236
31.157576799270124,74.79260876532165
40.31904559230467,76.49652441691153
4.421792366402888,90.98477879937313
64.6363178872267,45.26317962025869
2.2045083542867494,20.881969671412946
61.329117335843975,92.80560578856935
60.42489644769472,56.144341460570246
41.43240402430284,83.58735652278881
58.127325870691735,74.46186781773794
24.5758992121934,11.440912876724285
98.9777867088182,3.2584153462883014
22.148302400297403,41.528262319887475
23.926907465067128,26.548606191223755
55.576104807945235,60.995139075188206
60.67541819616377,76.14571841381924
21.52806929143104,89.35719356666748
66.03727413103333,4.5240983628283775
59.68838444906166,37.738090670173605
34.43023095912905,19.876093059234613
71.54191921251015,97.72973600932421
27.785629720106787,65.54941278560936
43.723732750756206,43.314146234810444
10.574551433755131,25.15004836686566
